Itemname,ItemName,Category,Tags,PriceTags
ZORYL M1,,tablets,1*20,141.382
ZORYL M1 FORTE,,tablets,15TAB,110.595
ZORYL M2 FORTE,,tablets,15,137.475
ZORYL-M 2 TAB,,tablets,1*20,181.99
ZORYL M 3   1*15,,tablets,15TAB,157.83
ZORYL M3 FORTE,,tablets,1*15,149.7705
ZORYL M 4 FORTE,,tablets,1*15,157.443
ZORYL MP 1,,tablets,15TAB,130.56
ZORYL MP 1 FORTE,,tablets,10TAB,72.967
ZORYL MP 2 FORTE,,tablets,10TAB,91.29
ZORYL MV 1,,tablets,15TAB,171.645
ZORYL MV 2,,tablets,15,224.5755
ZOSA DSR,,tablets,10CAP,74.19
ZOSA-L,,tablets,10TAB,144.92
ZULU 8,,tablets,10,0
ZULU AT 4,,tablets,10TAB,146.44
ZULU AT 8,,tablets,10TAB,181.885
ZURIG 40,,tablets,1*15,130.8705
ZYLORIC 300 TAB,,tablets,1*10,62.947
ZYLORIC TAB,,tablets,1*10,16.073
ZYROVA C 10,,tablets,1*10,167.733
ZYROVA C5,,tablets,10,122.647
ZYTANIX 2.5,,tablets,1*10,109.065
ATEKIND 50,,tablets,10,15.685
ACCUTAZ HS,,injection,5ML,86.485
ACCUTAZ-PS,,injection,5ML,36.476
ABHAYARAB-PF INJ,,injection,1,295.0033
ACILOC AMP INJ,,injection,1*5,2.7845
ACTRAPID FLEXPEN,,injection,3ML,380.46
ACTRAPID HM PENFIL,,injection,3ML,236.29
ALAMIN SN INJECTIOMN,,injection,200ML,372.48
AMBISTRYN 1.00 GM,,injection,VIAL,8.2256
AMBISTRYN-S 0.75 GM,,injection,INJ,6.6328
ANAFORTAN INJ 2ML,,injection,2ML,17.427
ANAFORTAN VAIL,,injection,30ML,51.355
APIDRA 100IU/ML,,injection,1,466.31
APIDRA CARTRIDGE,,injection,5ML,512.9
APIDRA SOLOSTAR INJ,,injection,1,652.12
ASTYMIN-3 injection,,injection,20ML,82.9533
AUGPEN I.V 150,,injection,150 MG,31.65
AUGPEN IV 300MG,,injection,1PC,54.86
AUMENTO,,injection,1ML,194.015
AVIL injection,,injection,1*2ML,4.12
AVIL  VIAL,,injection,10ML,9.668
AZEE 500 injection,,injection,1PC,161.83
BASALOG REFIL,,injection,3ML,447.99
COEHCG HP 5K injection,,injection,1PC,252.15
CONTRAMAL 100INJ,,injection,1*5,16.74
DECADURABOLIN 25MG,,injection,1*AMP,171.91
DECADURABOLIN 50MG,,injection,1*AMP,259.908
DECADURALIN-100 MG INJ,,injection,1*1,415.95
DERIPHYLLIN INJ 2ML,,injection,2ML,5.2255
DOLONEX INJ,,injection,2ML,33.996
DROTIKIND injection,,injection,2ML,16.8525
DYTOR AMP,,injection,2ML,12.676
EGLUCENT MIX 25,,injection,1,625.8
EGLUCENT RAPID,,injection,3ML,625.8
EIDO injection,,injection,2ML,29.954
EMESET 2ML injection,,injection,2ML,7.871
GRAMOCEF-S injection,,injection,1PC,83.9727
HUMALOG MIX 25 CARTRIDGE,,injection,100IU/M,625.8
HUMALOG MIX 50,,injection,3ML,625.8
HUMAN ACTRAPID 40 INJ,,injection,1*10ML,124.72
HUMAN MIXTARD 100 IU/ML,,injection,1,334.07
HUMAN MIXTARD 40 I.U./ML,,injection,1*10ML,127.07
HUMAN MIXTARD 50,,injection,10ML,124.12
HUMAN PEN ERGO 11,,injection,1,0
HUMAPEN ERGO,,injection,1PC,660.1
HUMINSULIN 30/70 CARTRIDGES,,injection,3 ML,288.44
HUMINSULIN 30/70 INJ,,injection,10ML,127.92
HUMINSULIN N 40IU/ML,,injection,1*10ML,127.9267
HUMINSULIN R 40IU/ML,,injection,1*10ML,127.92
HUMISULIN-30/70 VIAL,,injection,1*1VIAL,125.64
IMAX-S injection,,injection,5ML,80.01
INSUGEN 30/70,,injection,40IU/ML,124.19
INSUGEN 30/70 REFIL 100IU,,injection,3ML,190.008
INSUGEN N/A,,injection,3ML,172.891
INSUGEN-N REFIL,,injection,10ML,172.898
INSUGEN-R,,injection,40ML,119.105
LACARNIT injection,,injection,5ML,105.98
LAMINO NEPHRO 7%,,injection,250ML,530.2881
LANTUS CARTRIDGE,,injection,1*100,588.7233
LANTUS SOLOSTAR,,injection,3ML,895.55
LUPISULIN M 30 INJ,,injection,1*10ML,200.564
MECONERV FORTE INJ,,injection,1,73.66
MEGA CV 1.2GM injection,,injection,1.2GM,72.24
MEGA CV 600 INJ,,injection,1*600MG,75.02
MEGA CV INJ 300 MG,,injection,1*300MG,52.5767
MEGANEURON 500MCG INJ,,injection,1AMP,22.121
MEGANEURON FORTE INJ,,injection,2ML,21.858
METROGYL IV 100ML,,injection,1*100ML,18.892
MIXTARD 30 FLEXPEN,,injection,1,417.716
MIXTARD 30HM PENFILL,,injection,1*5,233.856
MONOCEF 125 MG,,injection,1,22.23
MONOCEF 1GM INJ,,injection,1*1,23.1167
MONOCEF 250MG INJ,,injection,1*1,12.984
MONOCEF 500MG,,injection,1*1,25.304
MONOCEF SB 1G INJ,,injection,1*1,47.737
MYORIL INJ,,injection,4MG,40.3633
NEXIRON INJ,,injection,5ML,80.0129
NOVOFINE 31G NEEDIL,,injection,1,13.2945
NOVOMIX 30 PENFIL,,injection,3ML,573.6187
NUROKIND GOLD,,injection,5G,35.195
NUROKIND GOLD INJ,,injection,2ML,15.995
NUROKIND INJE,,injection,1*1ML,11.515
NUROKIND-PLUS INJ,,injection,1*2ML,15.9933
PANTOP INJ,,injection,1*40MG,18.694
POLYBION INJ,,injection,1*1,4.655
PRIMACORT 100 INJ,,injection,1*2ML,31.2767
PRIMACORT 200 INJ,,injection,1*1,48.232
PRO-9 INJ,,injection,2,185.77
RAPITHER-AB INJ,,injection,1*2ML,28.982
RENOCEL 4000,,injection,1.0ML,300.048
RENOCIT 4000,,injection,0.4ML,250.04
RENOCRIT-1000,,injection,1AMP,700.11
REPOITIN 4000,,injection,0.4ML,230.011
RPO 4000IU/ML,,injection,1,335.0533
RPO 6000IU/0.6ML,,injection,0.6ML,750.12
7 TRANSFER 10000,,injection,1ML,910.1467
8 WEPOX-2000,,injection,1,170.03
9 WEPOX 4000 INJ,,injection,0.4ML,335.0533
2 ZADIMAC HS injection,,injection,1PC',90.32
3 ZADIMAC-PS INJ,,injection,250MG,78.06
6 ZYROP  10000 (5),,injection,INE,730.09
7 ZYROP 4000 INJ,,injection,,350.058
NIPRO BLOOD TUBING,,injection,1,134.4
NIPRO ELISION-13M DIALYZER,,injection,1PC,441
NIPRO ELISION-15M DIALYZER,,injection,1PC,556.5
60+ GEL,,ointmentandgel,1*30GM,69.17
60+ ROLL ON OIL,,ointmentandgel,50ML,114.95
ACIVIR CREAM,,ointmentandgel,10GM,92.935
ACIVIR CREAM,,ointmentandgel,1*5G,50.6433
ACIVIR OINT,,ointmentandgel,5GM,40.665
ACNESOL GEL,,ointmentandgel,20GM,64.06
ACNESTAR GEL,,ointmentandgel,1*15GM,61.43
ACNESTAR GEL,,ointmentandgel,22G,84.3733
AMRITANJAN BAM,,ointmentandgel,1*10GM,31.72
AMRUTANJAN PAIN BALM,,ointmentandgel,1*8ML,31.72
AMRUTANJAN ROLL ON,,ointmentandgel,1PC,48.0286
ANAFLAM GEL,,ointmentandgel,1*20GM,56.28
A RET-HC,,ointmentandgel,1*15GM,111.21
ATOPIA CREAM,,ointmentandgel,50GM,353.95
BETADINE GARGEL 2%,,ointmentandgel,1*50ML,97.28
BETADINE GARGLE 100ML,,ointmentandgel,1*100ML,174.8
BETADINE GERMICIDE GARGLE 2%,,ointmentandgel,1*50ML,97.28
BETADINE LOTION,,ointmentandgel,1*100ML,83.9967
BETADINE LOTION 50ML,,ointmentandgel,1*50ML,73.11
BETADINE OINTMENT 10%,,ointmentandgel,20GM,93.1
BETADINE OINTMENT,,ointmentandgel,1*15GM,68.2367
BETADINE OINTMENT 5%,,ointmentandgel,125GM,201.21
BETADINE OINTMENT 5%,,ointmentandgel,250G,402.01
BETADINE SOLU,,ointmentandgel,1*100ML,83.045
BETADINE SOLUTION 1000ML,,ointmentandgel,1000ML,343.21
BETADINE SOLUTION,,ointmentandgel,1*500ML,176.15
BETAMIL GM CREAM,,ointmentandgel,25GM,22.985
BETNOVATE-C CREAM,,ointmentandgel,1*30G,36.909
BETNOVATE-GM,,ointmentandgel,1*20G,23.557
BETNOVATE-N CREAM,,ointmentandgel,1*20G,25.3765
BETNOVATE S CREAM,,ointmentandgel,20GM,23.0733
BETNOVATE SKIN CREAM,,ointmentandgel,1*20G,14.204
B-ODINE-M OINT,,ointmentandgel,15G,15.0533
BUTA-PROXYVON GEL,,ointmentandgel,30*1,91.16
CANDID-B CREAM,,ointmentandgel,1*10GM,66.66
CANDID B CREM 20GMS,,ointmentandgel,1*20GMS,91.7533
CANDID-B LOTION,,ointmentandgel,1*30ML,147.455
CANDID CREAM,,ointmentandgel,30G,74.835
CANDID MOUTH GEL,,ointmentandgel,1*10GM,66.66
CANDIDOX CREAM,,ointmentandgel,30G,152.825
CANDIDOX LOTION,,ointmentandgel,30M;L,172.79
CANDID TOTAL CREAM,,ointmentandgel,1*20GM,74.115
CANDID V GEL,,ointmentandgel,1*30G,78.34
CANESTEN CREAM,,ointmentandgel,15GM,35.15
CANESTEN CREAM,,ointmentandgel,30GM,73.275
CIPLADINE,,ointmentandgel,1*20G,14.002
CIPLADINE 15GM,,ointmentandgel,15GM,13.003
CIPLADINE 25GM,,ointmentandgel,25GM,24.0025
CIPLADINE CREAM,,ointmentandgel,10GM,13.003
CIPLADIN SOLUTION,,ointmentandgel,100ML,30.0033
CLIFACE GEL,,ointmentandgel,1*20GM,112.81
CLOP CREAM,,ointmentandgel,1*10GM,43.775
CLOP CREAM,,ointmentandgel,30GM,108.475
CLOP-E CREAM,,ointmentandgel,1*20 GM,80.57
CLOP-G CREAM,,ointmentandgel,1*25GM,17.31
CLOP-G CREAM,,ointmentandgel,1*30GM,22.58
CLOP-GM CREAM,,ointmentandgel,15GM,39.0067
CLOP-M CREAM,,ointmentandgel,1*20GM,86.49
CLOP-S CREAM,,ointmentandgel,1*20GM,126.08
CLOP-S LOTION,,ointmentandgel,20ML,161.83
CLOSTAR-GM CREAM,,ointmentandgel,16GM,27.26
COSVATE G CREAM,,ointmentandgel,20GM,14.5133
COSVATE-GM CREAM,,ointmentandgel,1*25GM,22.505
COTARYL AF,,ointmentandgel,50G,88.7
COTARYL CREAM,,ointmentandgel,1*50GM,64.13
DEEP-3,,ointmentandgel,5GM,28.224
DERMIFORD CREAM,,ointmentandgel,1*15GM,22.982
DERMIFORD CREAM,,ointmentandgel,25GM,29.9033
DERMIFORD K5,,ointmentandgel,15GM,20.004
DEXODERM OC PLUS,,ointmentandgel,15GM,18
D.F.O.4X GEL 50GM,,ointmentandgel,50G,100.48
DFO GEL,,ointmentandgel,1*30G,76.555
DFO GEL 50GM,,ointmentandgel,1*50GM,91.96
DFO NANO GEL,,ointmentandgel,1*30GM,68.98
DFO RED GEL,,ointmentandgel,30GM,80.255
D.F.O RED LINIMENT,,ointmentandgel,50ML,101.38
D.F.O SPRAY,,ointmentandgel,60GM,106.885
DOLOGEL-CT GEL,,ointmentandgel,10GM,54.145
DOLOKIND GEL,,ointmentandgel,1*20G,40.825
DOLOPAR GEL,,ointmentandgel,30GM,61.125
DR.ORTHO OINTMENT,,ointmentandgel,15GM,38.44
DYNAPAR GEL,,ointmentandgel,1*30GM,84.4775
ELOCON CREAM,,ointmentandgel,1*10GM,176.65
ELOCON CREAM,,ointmentandgel,30GM,325.92
ELOCON OINTMENT,,ointmentandgel,1*10GM,161.28
ELOSONE CREAM,,ointmentandgel,10GM,13.1667
ELOSONE HT,,ointmentandgel,15GM,25.855
EMAMI FAIR AND HANDSOME,,ointmentandgel,30GM,67
EMAMI FAIR & HANDSOME,,ointmentandgel,20G,35.38
EMAMI FAIR&HANDSOME CREAM,,ointmentandgel,15GM,22.28
ERASER CREAM,,ointmentandgel,1*25GM,101.93
ERASER CREAM,,ointmentandgel,15GM,110.315
ERASER PLUS CREAM,,ointmentandgel,1*15G,105.13
ERYTOP GEL,,ointmentandgel,1*20GM,111.2633
ERYTOP LOTION,,ointmentandgel,1*25ML,82.75
EUMOSONE CREAM,,ointmentandgel,1*15G,58.28
EUMOSONE-M CREAM,,ointmentandgel,1*15GM,77.68
EVALON CREAM,,ointmentandgel,15GM,293.86
EVION CREAM,,ointmentandgel,60GM,113.69
EZINAPI+ 10GM,,ointmentandgel,10GM,45.695
EZINAPI+ 30GM,,ointmentandgel,30GM,98.31
FAIR AND LOVELY MULTIVITAMIN,,ointmentandgel,80GM,133.17
FAIR AND LOVELY WINTER FAIRNE,,ointmentandgel,25GM,54.55
FAIR AND LOVELY WINTER FAIRNE,,ointmentandgel,50GM,90.92
FAIREYE CREAM,,ointmentandgel,15GM,595.65
FAIR & HANDSOME CREAM,,ointmentandgel,15G,26.725
FAIR & HANDSOME CREAM,,ointmentandgel,30GM,53.45
FAIR & HANDSOME INSTANT F/W,,ointmentandgel,50G,72.19
FAIR & HANDSOME LASER 12,,ointmentandgel,30GM,94.41
FAIR & HANDSOME LASER 12,,ointmentandgel,8GM,21.8167
FAIR & HANSOME 60GM,,ointmentandgel,60GM,115.81
FAIR LITE CREAM,,ointmentandgel,PC,350.46
FAIRLITE facewash,,ointmentandgel,90ML,399.2
FAIR&LOVELY ADVANCE MULTI VIT,,ointmentandgel,15GM,18.19
FAIR&LOVELY ADVANCE MULTIVITA,,ointmentandgel,25GM,49.0867
FAIR&LOVELY ADVANCE MULTIVITA,,ointmentandgel,50GM,92.7267
FAIR&LOVELY ADVANCE MULTIVITA,,ointmentandgel,80GM,142.33
FAIR&LOVELY AYURVEDIC,,ointmentandgel,50GM,120.9167
FAIR& LOVELY BB CREAM,,ointmentandgel,9GM,40.91
FAIR& LOVELY CREAM,,ointmentandgel,9GM,7.2683
FAIR & LOVELY WINTER GLOW,,ointmentandgel,,110.1867
FAIR & LOVELY WINTER GLOW,,ointmentandgel,80G,171.86
FAIR N LOVELY AYURVEDIC,,ointmentandgel,1*25GM,65.4567
FASTAC OINT,,ointmentandgel,25GM,25.004
FAST REALIEF,,ointmentandgel,1*15GM,51.14
FAST RELIEF,,ointmentandgel,1*50GM,120.3633
FAST RELIEF,,ointmentandgel,15GMS,51.14
FAST RELIEF OINT,,ointmentandgel,1*25GM,68.81
FAST RELIF 5GM,,ointmentandgel,1*5GM,10.24
FEMIPLEX GEL,,ointmentandgel,30G,64.51
FHEAL CREAM,,ointmentandgel,1*32GM,311.07
FINE FACE CREAM,,ointmentandgel,20GM,115.195
FLEXABENZ GEL,,ointmentandgel,1*30,106.44
FLUCORT -C CREAM,,ointmentandgel,1*10GM,105.23
FLUCORT SKIN LOTION,,ointmentandgel,30ML,98.305
FOURDERM CREAM,,ointmentandgel,10GM,21.004
FOURDERM + CREAM,,ointmentandgel,15GM,12.904
FOURDERM CREAM,,ointmentandgel,20GM,45.008
FOURDERM CREAM,,ointmentandgel,5GM,12.502
FREIA CREAM,,ointmentandgel,10GM,51.7467
FREIA MOISTURIZING,,ointmentandgel,75GM,24.05
FUCIBET CREAM,,ointmentandgel,15GM,51.455
FUCIDIN CREAM 5GM,,ointmentandgel,1*5GM,38.365
FUCIDIN OINT,,ointmentandgel,1*15GM,115.11
FUNGICIDE LOTION,,ointmentandgel,90ML,230.12
FUNZIL CREAM,,ointmentandgel,15G,106.76
FUNZI-L CREAM,,ointmentandgel,30GM,184.92
FUNZI L CREAM 75GM,,ointmentandgel,75GM,268.8
FUNZI-NM CREAM,,ointmentandgel,15GM,
FUSEE-B CREAM,,ointmentandgel,1*10GM,71.81
FUSEE CREAM,,ointmentandgel,1*10GM,71.425
GUDGESIC NF LINIMENT,,ointmentandgel,30ML,88.005
HEAL-O-KIND,,ointmentandgel,11G,25.5933
HERPIKIND OIN,,ointmentandgel,10G,71.25
HEXIDE MOUTHWASH,,ointmentandgel,100ML,36.8733
HEXIDINE,,ointmentandgel,1*500ML,198.54
HEXIDINE 160ML,,ointmentandgel,1*160ML,69.4475
HEXIDINE MOUTHWASH,,ointmentandgel,1*180ML,76.34
HEXIDINE MOUTH WASH,,ointmentandgel,1*80ML,42.73
HEXIGEL GEL,,ointmentandgel,1*15GM,39.78
KETOSTAR CREAM,,ointmentandgel,30GM,92.93
KONAZ CREAM,,ointmentandgel,20GM,99.865
LOBATE-GM CREAM,,ointmentandgel,1*15GM,51.8267
LULIFIN CREAM,,ointmentandgel,1*10GM,122.8
LULIFIN CREAM,,ointmentandgel,30G,291.06
LULIFIN CREAN,,ointmentandgel,20GM,229.63
LULIFIN LOTION,,ointmentandgel,10,167.81
LULIFORD CREAM,,ointmentandgel,10GM,30.644
LULIGEE CREAM,,ointmentandgel,1*10GM,129.02
LULIGEE CREAM,,ointmentandgel,30GM,288.01
LULIMAC CREAM,,ointmentandgel,10GM,130.565
LULIMAC LOTION,,ointmentandgel,15ML,167.42
LYSER D GEL,,ointmentandgel,30G,79.4175
MEDERMA ADVANCE PLUS,,ointmentandgel,5GM,213.83
MEDERMA CREAM,,ointmentandgel,10GM,381.35
MELANOCYL LOTION,,ointmentandgel,25ML,87.235
MELANOCYL OINT,,ointmentandgel,25GM,72.465
METROGYL DG GEL NEW,,ointmentandgel,20*GMS,42.76
METROGYL GEL,,ointmentandgel,1*30G,53.29
METROGYL M OIN,,ointmentandgel,5GM,96.77
METROGYL-P 2% OINT,,ointmentandgel,20GM,87.39
NEOSPORIN-H OINT,,ointmentandgel,1*5GMS,44.92
NEOSPORIN OIN,,ointmentandgel,1*5GM,34.2
NEOSPORIN SKIN OINT,,ointmentandgel,1*15G,67.395
NEVLON CREAM,,ointmentandgel,100GM,180.47
NEVLON CREAM,,ointmentandgel,1*50GM,115.19
NEVLON LOTION,,ointmentandgel,100ML,188.18
NIOCLEAN GEL,,ointmentandgel,20GM,93.695
NMFE LIP CARE CREAM,,ointmentandgel,10GM,88
NMF E SKIN CREAM,,ointmentandgel,150GM,297.48
NMF-E UREA CREAM,,ointmentandgel,1*150GM,239.19
NMF UREA CREAM,,ointmentandgel,80GM,120.13
NOBEL-COLD OINT,,ointmentandgel,1*30GM,46.565
NOBEL GEL,,ointmentandgel,1*30GM,56.305
NODOXIN CREAM,,ointmentandgel,1*10GM,77.97
NUFORCE-GM CREAM,,ointmentandgel,1*15GM,24.74
NUFORCE LOTION,,ointmentandgel,50ML,117.1267
NUFORCE MOUTH PAINT,,ointmentandgel,1*15ML,50.59
ONABET B CREAM,,ointmentandgel,15GM,160.905
ONABET CREAM,,ointmentandgel,1*15GM,139.01
ONABET CREAM,,ointmentandgel,30GM,266.495
ONABET LOTION,,ointmentandgel,30ML,210.71
OSIL CREAM,,ointmentandgel,1*30GMS,76.62
OXALGIN-NANO GEL,,ointmentandgel,1*30GM,96.38
PERMISER LOTION,,ointmentandgel,60ML,49.4
PERNEX AC 2.5% GEL,,ointmentandgel,1*1,41.17
PERNEX AC 5% CREAM,,ointmentandgel,1*20GM,103.83
PERNIL CREAM 5%,,ointmentandgel,1*30GM,45.19
PERNIL LOTION,,ointmentandgel,100ML,85.57
PILEX FORTE OINT,,ointmentandgel,30G,53.75
PILEX OINTMENT CREAM,,ointmentandgel,1*30GM,54.295
PROCTOSEDYL OINT.,,ointmentandgel,1*20,66.14
REMOIZ CREAM,,ointmentandgel,1*50GM,68.345
0 THROMBOPHOB GEL,,ointmentandgel,1*20GM,109.004
1 THROMBOPHOB OINTMENT,,ointmentandgel,1*20GMS,70.67
3 VERENA CREAM,,ointmentandgel,40GM,113.77
8 XYLOCAIN 2% JELLY,,ointmentandgel,50GM,46.0067
9 XYLOCAINE JELLY 2%,,ointmentandgel,1*30GM,26.01
0 ZOCON-C CREAM,,ointmentandgel,1*15GM,37.41
2 ZOLE F CREAM,,ointmentandgel,15GM,62.215
AL SYP,,syrup,30ML,26.7333
ABON SYP,,syrup,200ML,104.73
ACEMIZ PLUS SYP,,syrup,60ML,13.005
ACILOC ONLY SYP,,syrup,100ML,60.99
ACILOC-S SYP,,syrup,1*200ML,86.04
AERODIL SYP,,syrup,100ML,67.74
AGLOZYME SYP,,syrup,200ML,66.0533
AL5ZYME SYP,,syrup,1*100ML,123.64
ALASPAN SYP,,syrup,100ML,60
ALBERTVIT SYP,,syrup,200ML,27.01
ALEX P SYP,,syrup,60ML,65.67
ALEX SUGAR FREE SYP,,syrup,100ML,70.955
ALEX SYP,,syrup,1*100ML,77.41
ALKARATE SYP,,syrup,100ML,52.8833
ALKASOL 200 SYRP,,syrup,1*200ML,137.57
ALKASOL 450 SYP,,syrup,1*450,209.61
ALKOF ORANGE SYP,,syrup,1*100ML,21.0033
ALKOF ORANGE SYP,,syrup,1*60ML,15.003
ALLEGRA SYP,,syrup,1*100ML,119.84
ALLERCET M SYP,,syrup,60ML,61.44
ALTHROOCIN SYP,,syrup,1*60ML,34.7183
AMBRODIL-D,,syrup,1*100ML,43.515
AMBRODIL DROPS,,syrup,1*15ML,20.325
AMBRODIL-LX DROP,,syrup,1*15ML,30.55
AMBRODIL-LX SYP,,syrup,1*100ML,48.54
AMBRODIL PLUS SYP,,syrup,1*100 M,53
AMBRODIL-S SYP,,syrup,1*100ML,17.083
AMBROLITE-S SYP,,syrup,1*100ML,75.26
AMLYCURE DS SYP,,syrup,1*100ML,77.355
AMLYCURE DS SYR,,syrup,1*200ML,123.02
AMYRON SYP,,syrup,200ML,110.295
ANABEL LIQ GEL,,syrup,1*15GM,64.5114
ANAFLAM P SYP,,syrup,100ML,26.88
ANAFORTAN SYP,,syrup,60ML,58.715
APTIMUST SYP,,syrup,200ML,77.445
APTIVATE SYP,,syrup,1*200ML,90.32
ARISTOZYME DROPS,,syrup,1*15ML,38.16
ARISTOZYME SYP,,syrup,1*200ML,78.215
ASCODEX BR SF SYP,,syrup,60ML,13.505
ASCODEX BR SYP,,syrup,100ML,18
ASCODEX JUNIOR LS,,syrup,15ML,18.5033
ASCODEX LS SYP,,syrup,100ML,38.006
ASCORIL-C SYP,,syrup,1*100ML,97.865
ASCORIL D JUNIOR,,syrup,60ML,58.78
ASCORIL-D PLUS syrup,,syrup,1*100 M,79.31
ASCORIL+EXPECTORANT,,syrup,1*120ML,81.036
ASCORIL FLU DROP,,syrup,15ML,46.84
ASCORIL FLU KIDZ,,syrup,1*60ML,52.68
ASCORIL FLU SYP,,syrup,60ML,52.6867
ASCORIL LS DROP,,syrup,1*15ML,44.5467
ASCORIL LS JUNIOR,,syrup,1*60ML,53.76
ASCORIL LS SYP,,syrup,1*100ML,69.355
ASCORIL-SF SYP,,syrup,1*100ML,84.5875
ASCORIL + SYP,,syrup,1*100 M,76.5933
ASCORIL SYP,,syrup,200ML,101.795
ASHOKA COMPOUND SYP,,syrup,450ML,79.15
ASHOKA CORDIAL TONIC,,syrup,450ML,102.255
ASHOKA RADSON TONIC,,syrup,300ML,95.16
ASHOKARIST,,syrup,1*450ML,71.675
ASHOKARIST,,syrup,1*650ML,79.7
ASHWAGANDHARISHTH (DABUR),,syrup,1*450ML,106.8
ASTHAKIND DX,,syrup,50ML,36.0667
ASTHAKIND DX SYP,,syrup,100ML,54.3967
ASTHAKIND LS,,syrup,60ML,38.7167
ASTHAKIND LS DROP,,syrup,15ML,34.22
ASTHAKIND LS JUNIOR,,syrup,60ML,38.7233
ASTHAKIND LS SYP,,syrup,100ML,51.2
ASTHAKIND-P DROPS,,syrup,1*15ML,38.72
ASTHAKIND syrup,,syrup,1*100ML,49.28
ASTHAKIND syrup,,syrup,1*60ML,33.975
ASTHALIN AX JR,,syrup,100ML,54.9067
ASTHALIN AX syrup,,syrup,100ML,59.795
ASTHALIN DX SYP,,syrup,100ML,50.335
ASTHALIN EXP SYP,,syrup,1*100ML,45.7592
ASTHALIN SYP,,syrup,1*100ML,12.9133
ASTYMIN-C DROP,,syrup,15ML,56.45
ASTYMIN LIQUID,,syrup,110ML,85.365
ATARAX 100ML SYP,,syrup,1*100ML,23.86
ATARAX DROP,,syrup,1*15ML,40.32
ATARAX LOTION,,syrup,100ML,211.2
ATARAX SYP,,syrup,100ML,70.085
A TO Z DS 20 DROP,,syrup,1*15ML,25.2
A TO Z NS DROP,,syrup,1*15ML,38.065
A TO Z SYP 200,,syrup,1*200ML,99.855
AUGMENTIN DDS SYP,,syrup,30ML,109.87
AUGMENTIN DUO SYP,,syrup,1*30ML,45.48
AUGPEN DS SYP,,syrup,50ML,104.52
AXBEX DROP,,syrup,1*15ML,30.64
AXBEX SUSP SYP,,syrup,1*100ML,48.66
AXBEX SYP 200ML,,syrup,1*200ML,90.72
AZEE DRY SYP 200,,syrup,1*200MG,35.41
AZEE DRY syrup 100,,syrup,15ML,26.215
AZIBACT LR 100MG SYP,,syrup,30ML,54.475
AZIBACT LR 200MG,,syrup,30ML,77.64
AZIBACT READYMIX 200,,syrup,15ML,35.3
AZIBACT SUSP 100GM,,syrup,15ML,27.545
AZITHRAL 100MG SYP,,syrup,1*15ML,29.645
AZITHRAL 200,,syrup,15ML,38.8
AZITHRAL JR DROP,,syrup,7.5ML,18.6
AZITHRAL-XL 100 SYP,,syrup,30ML,54.3
BACTOCLAV DROP,,syrup,1*10ML,57.245
BACTOCLAV DRY SYP,,syrup,1*30ML,38.0633
BACTOCLAV DS-457,,syrup,1*30ML,68.39
BACTOCLAV DS 457 SYP,,syrup,1*30ML,74.88
BACTOGARD 100 SYP,,syrup,,112.9
BACTOGARD CV50,,syrup,30ML,64.51
BACTOGARD DROP,,syrup,10ML,50.22
BESTOZYME DROPS,,syrup,1*15ML,39.2433
BESTOZYME SYP,,syrup,1*200ML,63.6367
BEVON DROP,,syrup,15ML,25.695
BEVON SYP,,syrup,200ML,100.9233
BIO D3 PLUS SYP,,syrup,120ML,125.19
BONNISAN DROPS 30ML,,syrup,1*30ML,42.5
BONNISAN LIQUED 100ML,,syrup,1*100ML,38.975
BONNISAN LIQUED 200ML,,syrup,1*200ML,57.9067
BONNISPAZ DROP,,syrup,15ML,32.03
BROZEDEX LS DROP,,syrup,15ML,37.665
BRO-ZEDEX LS KID DROP,,syrup,60ML,68.345
BRO-ZEDEX LS SYP,,syrup,1*100ML,77.08
BRO-ZEDEX-SF,,syrup,1*100,89.425
BROZEET-LS SYP,,syrup,1*100ML,66.68
BROZEET-SF SYP,,syrup,1*100ML,83.37
BROZEET SYP,,syrup,1*100ML,71.3533
CALDIKIND-P SYP,,syrup,200ML,88
CALPOL PED.DROP,,syrup,1*15ML,20.7733
CALPOL SYP 120MG,,syrup,1*60ML,25.4367
CALPOL SYP 250mg,,syrup,1*60ML,30.4467
CALSHINE P DROP,,syrup,30ML,112.44
CEFADROX 250MG SYP,,syrup,1*30ML,27.46
CEFAGLEN DROP SYP,,syrup,30ML,38.19
CEFAKIND SRY SYP,,syrup,30ML,91.455
CEFF DRY SYP,,syrup,30ML,32.8
CEFOPROX CV50/31.25MG DRY SYP,,syrup,30ML,61.935
CETZINE DROPS,,syrup,10ML,54.16
CETZINE  SYP,,syrup,1*60ML,30.445
CIPCAL SYP,,syrup,150ML,36.01
CIPLACTINE SYP,,syrup,1*200ML,66.464
CITAL SYP,,syrup,100ML,57.245
CITAL UTI,,syrup,100ML,199.68
CLOFF-250MG SYP,,syrup,30ML,152.83
CLOFF DRY SYP,,syrup,30ML,108.89
CO2 DRY DYP,,syrup,30ML,43.77
COBADEX SYP,,syrup,1*120ML,12.5067
CODISTAR COUGH SYP,,syrup,1*60ML,39.1233
CODISTAR COUGH syrup,,syrup,1*100ML,83.8833
CODISTAR DX SYP,,syrup,1*60ML,34.0133
COEHB syrup,,syrup,150ML,143.34
COREX DX 50,,syrup,1*50ML,53.78
COREX DX SYP,,syrup,1*100ML,68.794
COREX LS SYP,,syrup,100ML,76.0467
